,Year,Brand,Model,Driven_Kms,Fuel_Type,Transmission_Type,Features,City,Price(L),EMI(month)
223,2018,Honda,Brio S(O) MT,90872,Petrol,Manual,,Hyderabad,3.94,"7,703"
224,2020,Datsun,Redi Go T(O) 1.0 AMT,52236,Petrol,Automatic,Top Model,Hyderabad,4.34,"8,485"
225,2021,Maruti,S PRESSO VXI+,41421,Petrol,Manual,Top Model,Hyderabad,4.06,"7,937"
226,2018,Maruti,Ciaz ALPHA  AT 1.4  PETROL,95610,Petrol,Automatic,Top Model,Hyderabad,6.84,"13,372"
227,2018,Renault,Kwid CLIMBER 1.0 AMT,27823,Petrol,Automatic,Regularly Serviced,Hyderabad,4.09,"7,996"
228,2018,Renault,Kwid CLIMBER 1.0 AMT,87072,Petrol,Automatic,Regularly Serviced,Hyderabad,3.89,"7,605"
229,2016,Maruti,Wagon R 1.0 VXI,63813,Petrol,Manual,Top Model,Hyderabad,3.51,"6,867"
230,2019,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,85368,Petrol,Automatic,Alloy Wheels,Hyderabad,6.05,"11,828"
231,2012,Maruti,Swift VXI,71115,Petrol,Manual,100% Tyre Life,Hyderabad,3.96,"13,153"
232,2017,Tata,Tiago XZA PETROL,86370,Petrol,Automatic,Top Model,Hyderabad,4.87,"9,521"
233,2018,Ford,FREESTYLE TREND 1.2 PETROL,48398,Petrol,Manual,Alloy Wheels,Hyderabad,5.69,"11,124"
234,2019,Honda,Amaze 1.2L I-VTEC V,58789,Petrol,Manual,Alloy Wheels,Hyderabad,6.71,"13,118"
235,2022,Maruti,BREZZA ZXI SMART HYBRID ,8946,Petrol,Manual,Sunroof,Hyderabad,12.28,"23,380"
236,2017,Honda,Jazz 1.2L I-VTEC V,84952,Petrol,Manual,Alloy Wheels,Hyderabad,4.94,"9,658"
237,2017,Maruti,Swift VXI,73914,Petrol,Manual,Essntl. Specs,Hyderabad,5.24,"10,244"
238,2022,Hyundai,GRAND I10 NIOS ASTA 1.2 KAPPA VTVT,39800,Petrol,Manual,Alloy Wheels,Hyderabad,7.04,"13,763"
239,2017,Honda,City 1.5L I-VTEC VX CVT,53631,Petrol,Automatic,Sunroof,Hyderabad,9.51,"18,101"
240,2019,Honda,WR-V 1.2L I-VTEC VX MT,37755,Petrol,Manual,Top Model,Hyderabad,8.07,"15,361"
241,2021,MG,HECTOR SHARP 1.5 DCT PETROL DUAL TONE,47517,Petrol,Automatic,Top Model,Hyderabad,17.27,"32,872"
242,2017,Honda,City 1.5L I-VTEC V MT,74262,Petrol,Manual,Alloy Wheels,Hyderabad,7.23,"14,135"
243,2019,Ford,FREESTYLE TITANIUM PLUS 1.2 PETROL,76256,Petrol,Manual,Alloy Wheels,Hyderabad,5.77,"11,280"
244,2018,Maruti,Baleno ALPHA CVT PETROL 1.2,95220,Petrol,Automatic,Top Model,Hyderabad,6.19,"12,102"
245,2018,Hyundai,Eon MAGNA +,49315,Petrol,Manual,100% Tyre Life,Hyderabad,3.72,"7,273"
246,2021,Maruti,Vitara Brezza ZXI PLUS AT DUAL TONE SHVS,39415,Petrol,Automatic,Spl. Reg. No.,Hyderabad,9.84,"18,730"
247,2020,Renault,Duster RXZ 1.3 TURBO PETROL CVT,68481,Petrol,Automatic,Top Model,Hyderabad,10.17,"19,358"
248,2018,Hyundai,Grand i10 MAGNA AT 1.2 KAPPA VTVT,26646,Petrol,Automatic,Regularly Serviced,Hyderabad,5.62,"10,987"
249,2020,Datsun,Redi Go T(O) 1.0 AMT,39249,Petrol,Automatic,Top Model,Hyderabad,4.73,"9,247"
250,2020,Honda,City 1.5L I-VTEC VX CVT,61327,Petrol,Automatic,Sunroof,Hyderabad,9.91,"18,863"
251,2012,Maruti,Swift ZDI,99323,Diesel,Manual,Top Model,Hyderabad,4.28,"20,147"
252,2015,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,77381,Petrol,Automatic,Top Model,Hyderabad,4.65,"9,091"
253,2019,Renault,Kwid CLIMBER 1.0 AMT,39595,Petrol,Automatic,Regularly Serviced,Hyderabad,4.31,"8,426"
254,2017,Maruti,Alto 800 LXI,49061,Petrol,Manual,Low Run Cost,Hyderabad,3.04,"5,943"
255,2017,Honda,Jazz 1.2L I-VTEC V AT,40373,Petrol,Automatic,Alloy Wheels,Hyderabad,5.96,"11,652"
256,2020,Renault,Kwid RXT 1.0 AMT (O),52039,Petrol,Automatic,Top Model,Hyderabad,4.37,"8,543"
257,2015,Maruti,Celerio VXI AMT,57219,Petrol,Automatic,100% Tyre Life,Hyderabad,3.79,"7,410"
258,2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,48430,Petrol,Manual,City Driven,Hyderabad,5.17,"10,116"
259,2021,Tata,Tiago XZA PLUS PETROL,50187,Petrol,Automatic,Alloy Wheels,Hyderabad,6.58,"12,864"
260,2020,Maruti,Baleno ALPHA PETROL 1.2,43775,Petrol,Manual,Top Model,Hyderabad,7.65,"14,956"
261,2015,Maruti,Celerio ZXI AMT,40715,Petrol,Automatic,Top Model,Hyderabad,4.32,"8,446"
262,2019,Tata,Tiago XZ PLUS PETROL,68420,Petrol,Manual,Alloy Wheels,Hyderabad,5.44,"10,635"
263,2016,Honda,Jazz 1.2L I-VTEC V AT,54412,Petrol,Automatic,Alloy Wheels,Hyderabad,5.89,"11,515"
264,2018,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,44291,Petrol,Manual,Regularly Serviced,Hyderabad,5.01,"9,795"
265,2019,Honda,Jazz 1.2L I-VTEC VX CVT,71855,Petrol,Automatic,Alloy Wheels,Hyderabad,6.42,"12,551"
266,2019,Maruti,Baleno ZETA PETROL 1.2,24199,Petrol,Manual,Alloy Wheels,Hyderabad,7.25,"14,174"
267,2019,Hyundai,NEW SANTRO MAGNA AMT,63338,Petrol,Automatic,Env. Friendly,Hyderabad,4.44,"8,680"
268,2019,Maruti,Baleno ALPHA CVT PETROL 1.2,37855,Petrol,Automatic,Top Model,Hyderabad,7.38,"14,428"
269,2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,39148,Petrol,Manual,Regularly Serviced,Hyderabad,5.22,"10,205"
270,2021,Hyundai,NEW SANTRO SPORTZ AMT,31784,Petrol,Automatic,Spl. Reg. No.,Hyderabad,5.47,"10,694"
271,2018,Maruti,Ciaz ALPHA  AT 1.4  PETROL,57737,Petrol,Automatic,Top Model,Hyderabad,7.57,"14,799"
272,2019,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,40566,Petrol,Manual,Regularly Serviced,Hyderabad,5.36,"10,479"
273,2012,Maruti,Swift ZDI,47602,Diesel,Manual,Top Model,Hyderabad,4.68,"22,030"
274,2020,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,73680,Petrol,Manual,Regularly Serviced,Hyderabad,5.73,"11,202"
275,2019,Hyundai,NEW SANTRO ASTA MT,21686,Petrol,Manual,Top Model,Hyderabad,5.06,"9,892"
276,2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,53848,Petrol,Manual,City Driven,Hyderabad,5.11,"9,990"
277,2017,Honda,City 1.5L I-VTEC VX CVT,115388,Petrol,Automatic,Sunroof,Hyderabad,7.98,"17,751"
278,2015,Honda,Jazz 1.2L I-VTEC V AT,56906,Petrol,Automatic,Alloy Wheels,Hyderabad,5.19,"10,147"
279,2017,Maruti,IGNIS DELTA 1.2,83501,Petrol,Manual,Regularly Serviced,Hyderabad,4.55,"8,895"
280,2012,Maruti,Wagon R 1.0 LXI,22820,Petrol,Manual,Low Run Cost,Hyderabad,3.04,"10,097"
281,2020,Honda,City 1.5L I-VTEC ZX CVT,48811,Petrol,Automatic,Top Model,Hyderabad,10.12,"19,262"
282,2019,Maruti,Alto LXI,38898,Petrol,Manual,Low Run Cost,Hyderabad,3.62,"7,077"
283,2013,Honda,Amaze 1.2L I-VTEC S,62540,Petrol,Manual,City Driven,Hyderabad,4.23,"11,139"
284,2019,Hyundai,NEW SANTRO SPORTZ MT,41893,Petrol,Manual,Spl. Reg. No.,Hyderabad,4.68,"9,155"
285,2021,Hyundai,NEW SANTRO SPORTZ AMT,60897,Petrol,Automatic,100% Tyre Life,Hyderabad,5.77,"11,280"
286,2019,Hyundai,NEW SANTRO SPORTZ AMT,31043,Petrol,Automatic,City Driven,Hyderabad,5.16,"10,088"
287,2017,Maruti,Celerio ZXI AMT,72602,Petrol,Automatic,Top Model,Hyderabad,4.34,"8,485"
288,2019,Honda,WR-V 1.2L I-VTEC VX MT,65410,Petrol,Manual,Top Model,Hyderabad,8.09,"15,399"
289,2021,Datsun,Redi Go T(O) 1.0,28528,Petrol,Manual,Top Model,Hyderabad,4.03,"7,879"
290,2021,Honda,Amaze 1.2L I-VTEC VX,46454,Petrol,Manual,Top Model,Hyderabad,7.64,"14,936"
291,2020,Hyundai,NEW SANTRO MAGNA 1.1 CORPORATE EDITION AMT,35228,Petrol,Automatic,Regularly Serviced,Hyderabad,5.48,"10,714"
292,2017,Maruti,IGNIS DELTA 1.2,46330,Petrol,Manual,Regularly Serviced,Hyderabad,5.28,"10,323"
293,2013,Hyundai,i10 MAGNA 1.1,36480,Petrol,Manual,City Driven,Hyderabad,3.37,"8,875"
294,2019,Maruti,Baleno ALPHA CVT PETROL 1.2,50056,Petrol,Automatic,Top Model,Hyderabad,7.10,"13,881"
295,2018,Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,67778,Petrol,Automatic,Alloy Wheels,Hyderabad,6.28,"12,278"
296,2020,Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT,47636,Petrol,Manual,Alloy Wheels,Hyderabad,6.06,"11,847"
297,2021,Tata,TIAGO NRG XZ MT,50406,Petrol,Manual,Top Model,Hyderabad,6.35,"12,414"
298,2010,Maruti,Wagon R 1.0 VXI,81637,Petrol,Manual,Top Model,Hyderabad,2.54,"22,568"
299,2014,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,86223,Petrol,Automatic,Top Model,Hyderabad,4.76,"10,598"
300,2019,Hyundai,NEW SANTRO SPORTZ AMT,25316,Petrol,Automatic,Regularly Serviced,Hyderabad,5.17,"10,113"
301,2021,Hyundai,VENUE SX 1.0 (O) TURBO IMT,37490,Petrol,Manual,Sunroof,Hyderabad,10.43,"19,853"
302,2013,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,75892,Petrol,Manual,Top Model,Hyderabad,4.38,"11,534"
303,2017,Hyundai,Grand i10 MAGNA AT 1.2 KAPPA VTVT,58652,Petrol,Automatic,Regularly Serviced,Hyderabad,5.08,"9,931"
304,2018,Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,52877,Petrol,Automatic,Alloy Wheels,Hyderabad,6.27,"12,258"
305,2013,Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,85603,Petrol,Manual,Top Model,Hyderabad,4.53,"11,929"
306,2014,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,68249,Petrol,Automatic,Top Model,Hyderabad,4.64,"10,321"
307,2018,Renault,Kwid RXT 1.0 AMT,20533,Petrol,Automatic,Regularly Serviced,Hyderabad,3.32,"6,491"
308,2018,Mahindra,Thar CRDE 4X4 AC,53182,Diesel,Manual,Spl. Reg. No.,Hyderabad,7.21,"14,104"
309,2019,Ford,FREESTYLE TITANIUM PLUS 1.2 PETROL,44591,Petrol,Manual,Alloy Wheels,Hyderabad,5.54,"10,831"
310,2019,Renault,TRIBER RXZ,66518,Petrol,Manual,Top Model,Hyderabad,5.50,"10,753"
311,2010,Nissan,Micra XL PETROL,88180,Petrol,Manual,City Driven,Hyderabad,1.98,"17,592"
312,2011,Hyundai,Verna FLUIDIC 1.6 CRDI SX,109704,Diesel,Manual,Top Model,Hyderabad,3.89,"34,562"
313,2011,Toyota,Etios G,77786,Petrol,Manual,City Driven,Hyderabad,2.99,"14,075"
314,2021,Tata,NEXON XMA SUNROOF PETROL,21444,Petrol,Automatic,Sunroof,Hyderabad,8.83,"16,807"
315,2022,KIA,CARENS PRESTIGE PLUS 1.4 PETROL 7 STR,25303,Petrol,Manual,Alloy Wheels,Hyderabad,12.67,"24,116"
316,2013,Hyundai,i20 MAGNA 1.2,72933,Petrol,Manual,City Driven,Hyderabad,3.46,"9,112"
317,2020,Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,34198,Petrol,Automatic,Alloy Wheels,Hyderabad,5.80,"11,339"
318,2021,Maruti,Ciaz SIGMA 1.5 SHVS MT  PETROL,41496,Petrol,Manual,Regularly Serviced,Hyderabad,7.19,"14,057"
319,2016,Maruti,Swift Dzire VXI,110480,Petrol,Manual,Essntl. Specs,Hyderabad,5.12,"11,389"
320,2016,Hyundai,Xcent S 1.2,56398,Petrol,Manual,Regularly Serviced,Hyderabad,4.41,"8,622"
321,2019,Volkswagen,Polo TRENDLINE 1.0L,49049,Petrol,Manual,Safety Specs.,Hyderabad,5.11,"9,990"
322,2017,Hyundai,Elite i20 SPORTZ 1.2,82944,Petrol,Manual,Safety Specs.,Hyderabad,5.60,"10,948"
323,2022,Toyota,URBAN CRUISER PREMIUM GRADE MT DUAL TONE,25295,Petrol,Manual,Spl. Reg. No.,Hyderabad,9.40,"17,892"
324,2023,Maruti,BREZZA ZXI SMART HYBRID DUAL TONE,6829,Petrol,Manual,Spl. Reg. No.,Hyderabad,12.06,"22,955"
325,2019,Honda,Civic 1.8L I-VTEC ZX CVT,51426,Petrol,Automatic,100% Tyre Life,Hyderabad,15.44,"29,389"
326,2021,Nissan,MAGNITE XV TURBO CVT DUAL TONE,25870,Petrol,Automatic,Spl. Reg. No.,Hyderabad,8.90,"16,940"
327,2022,Tata,Tiago XZ PLUS CNG,39253,CNG,Manual,Regularly Serviced,Hyderabad,6.96,"13,607"
328,2014,Maruti,Ritz VDI,79319,Diesel,Manual,City Driven,Hyderabad,3.29,"8,664"
329,2022,Honda,Amaze 1.2L I-VTEC VX,43216,Petrol,Manual,Alloy Wheels,Hyderabad,7.61,"14,878"
330,2018,Mahindra,Scorpio S5,85378,Diesel,Manual,Safety Specs.,Hyderabad,9.24,"17,587"
331,2016,Hyundai,Elite i20 SPORTZ 1.4 CRDI,91683,Diesel,Manual,Safety Specs.,Hyderabad,6.03,"11,789"
332,2018,Honda,BR-V 1.5L I-VTEC VX,47492,Petrol,Manual,Top Model,Hyderabad,8.39,"15,970"
333,2016,Maruti,Swift VDI ABS,85898,Diesel,Manual,Safety Specs.,Hyderabad,4.94,"9,658"
334,2018,Hyundai,Verna 1.6 CRDI SX + AT,69410,Diesel,Automatic,Top Model,Hyderabad,9.69,"18,444"
335,2012,Maruti,Alto 800 LXI,87882,Petrol,Manual,Low Run Cost,Hyderabad,1.92,"6,377"
336,2018,Maruti,Alto 800 LXI,86776,Petrol,Manual,Regularly Serviced,Hyderabad,2.71,"5,298"
337,2018,Jeep,Compass LIMITED 2.0 DIESEL,122168,Diesel,Manual,Spl. Reg. No.,Hyderabad,11.59,"25,199"
338,2020,Renault,Duster RXE 1.3 TURBO PETROL MT,30635,Petrol,Manual,As Good As New,Hyderabad,7.84,"15,327"
339,2017,Maruti,IGNIS ZETA 1.3 AMT,104701,Diesel,Automatic,Alloy Wheels,Hyderabad,4.92,"10,933"
340,2017,Honda,City 1.5L I-VTE V CVT,91468,Petrol,Automatic,Alloy Wheels,Hyderabad,6.91,"13,509"
341,2012,Hyundai,Santro Xing GL PLUS,36515,Petrol,Manual,100% Tyre Life,Hyderabad,2.62,"8,702"
342,2020,KIA,SELTOS GTX PLUS DCT 1.4 PETROL,55875,Petrol,Automatic,Spl. Reg. No.,Hyderabad,14.04,"26,724"
343,2019,Hyundai,VENUE SX PLUS 1.0 TURBO DCT,54502,Petrol,Automatic,Top Model,Hyderabad,9.05,"17,226"
344,2019,Maruti,S PRESSO VXI+,29687,Petrol,Manual,Top Model,Hyderabad,3.96,"7,748"
345,2013,Maruti,Alto 800 LXI,65610,Petrol,Manual,Regularly Serviced,Hyderabad,2.10,"5,530"
346,2013,Hyundai,i10 MAGNA 1.1,46764,Petrol,Manual,City Driven,Hyderabad,3.42,"9,006"
347,2021,Volkswagen,Vento HIGHLINE PLUS 1.0L TSI AT,17364,Petrol,Automatic,Top Model,Hyderabad,10.91,"20,766"
348,2021,Renault,Kwid CLIMBER 1.0 (O),41389,Petrol,Manual,Regularly Serviced,Hyderabad,4.15,"8,113"
349,2017,Hyundai,Elite i20 ASTA 1.2,70414,Petrol,Manual,Top Model,Hyderabad,6.22,"12,160"
350,2020,Tata,Tiago XZA+ DUAL TONE 1.2RTN,68679,Petrol,Automatic,100% Tyre Life,Hyderabad,5.77,"11,280"
351,2020,Renault,Duster RXZ 1.3 TURBO PETROL MT,105595,Petrol,Manual,Top Model,Hyderabad,8.92,"19,394"
352,2013,Honda,City 1.5L I-VTEC V MT,89279,Petrol,Manual,Alloy Wheels,Hyderabad,4.31,"11,350"
353,2019,Ford,Ecosport TITANIUM + 1.5L PETROL AT,32372,Petrol,Automatic,Top Model,Hyderabad,9.00,"17,131"
354,2013,Hyundai,i10 ASTA 1.2 AT SUNROOF,62217,Petrol,Automatic,Top Model,Hyderabad,4.04,"10,639"
355,2019,Maruti,Baleno ZETA PETROL 1.2,36192,Petrol,Manual,Regularly Serviced,Hyderabad,7.29,"14,252"
356,2020,Ford,Ecosport TITANIUM + 1.5L PETROL AT,33266,Petrol,Automatic,Top Model,Hyderabad,9.96,"18,958"
357,2019,Maruti,Baleno DELTA PETROL 1.2,36495,Petrol,Manual,Safety Specs.,Hyderabad,6.71,"13,118"
358,2019,Maruti,Dzire VXI,49259,Petrol,Manual,Safety Specs.,Hyderabad,6.20,"12,121"
359,2018,Mahindra,XUV500 W9,56830,Diesel,Manual,City Driven,Hyderabad,12.44,"23,678"
360,2016,Hyundai,Elite i20 SPORTZ 1.2,115944,Petrol,Manual,Safety Specs.,Hyderabad,5.49,"12,212"
361,2021,Hyundai,Creta EX 1.5 DIESEL,41533,Diesel,Manual,Safety Specs.,Hyderabad,11.04,"21,014"
362,2017,Honda,Jazz 1.2L I-VTEC V AT,31519,Petrol,Automatic,Alloy Wheels,Hyderabad,6.21,"12,141"
363,2018,Ford,Ecosport TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) DIESEL,60459,Diesel,Manual,Top Model,Hyderabad,8.09,"15,399"
364,2018,Hyundai,Creta E PLUS 1.6 PETROL,59770,Petrol,Manual,Spl. Reg. No.,Hyderabad,7.99,"15,621"
365,2022,Nissan,MAGNITE XV TURBO CVT,13759,Petrol,Automatic,Top Model,Hyderabad,9.27,"17,645"
366,2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,80452,Petrol,Manual,100% Tyre Life,Hyderabad,4.05,"7,918"
367,2012,Honda,Jazz 1.2L I-VTEC X,78956,Petrol,Manual,Alloy Wheels,Hyderabad,3.26,"10,828"
368,2019,Hyundai,NEW SANTRO SPORTZ AMT,55481,Petrol,Automatic,Essntl. Specs,Hyderabad,5.13,"10,029"
369,2019,Hyundai,Verna 1.6 VTVT SX,44115,Petrol,Manual,Top Model,Hyderabad,8.28,"15,760"
370,2021,Maruti,Swift VXI,22063,Petrol,Manual,Regularly Serviced,Hyderabad,6.79,"13,275"
371,2020,Maruti,XL6 ALPHA MT,33732,Petrol,Manual,Top Model,Hyderabad,9.22,"17,549"
372,2018,Ford,Ecosport TREND 1.5L PETROL,22254,Petrol,Manual,Safety Specs.,Hyderabad,6.93,"13,548"
373,2022,Tata,PUNCH ADVENTURE AMT,22655,Petrol,Automatic,Regularly Serviced,Hyderabad,7.18,"14,037"
374,2013,Hyundai,i20 ASTA 1.4 CRDI,71443,Diesel,Manual,Spl. Reg. No.,Hyderabad,3.04,"10,097"
375,2020,MG,HECTOR SHARP 2.0 DIESEL,73820,Diesel,Manual,Spl. Reg. No.,Hyderabad,13.88,"26,419"
376,2017,Maruti,Dzire ZXI PLUS,23998,Petrol,Manual,Top Model,Hyderabad,6.94,"13,568"
377,2021,KIA,SELTOS HTK PLUS 1.5 DIESEL,29429,Diesel,Manual,Alloy Wheels,Hyderabad,12.62,"24,021"
378,2017,Datsun,Redi Go T (O),65579,Petrol,Manual,Top Model,Hyderabad,2.32,"4,536"
379,2021,Hyundai,NEW I20 N LINE N6 1.0 TURBO GDI IMT,10542,Petrol,Manual,Regularly Serviced,Hyderabad,8.88,"16,902"
380,2018,Hyundai,Elite i20 SPORTZ 1.4 CRDI,93735,Diesel,Manual,Safety Specs.,Hyderabad,6.00,"11,730"
381,2022,Nissan,MAGNITE XE,52007,Petrol,Manual,Regularly Serviced,Hyderabad,5.82,"11,378"
382,2022,Tata,ALTROZ XZ PLUS DIESEL DARK EDITION,37850,Diesel,Manual,Spl. Reg. No.,Hyderabad,8.50,"16,179"
383,2021,Tata,NEXON XZA PLUS SUNROOF PETROL,25008,Petrol,Automatic,Top Model,Hyderabad,9.80,"18,653"
384,2018,Tata,TIGOR XZ (O) PETROL,49100,Petrol,Manual,Alloy Wheels,Hyderabad,4.69,"9,169"
385,2020,Renault,Kwid RXT 0.8,31920,Petrol,Manual,Top Model,Hyderabad,3.89,"7,605"
386,2016,Skoda,Rapid STYLE 1.5 TDI,100615,Diesel,Manual,100% Tyre Life,Hyderabad,6.31,"14,036"
387,2017,Hyundai,Verna 1.6 SX (O) CRDI MT,111376,Diesel,Manual,Sunroof,Hyderabad,7.31,"16,261"
388,2018,Hyundai,Verna 1.6 EX VTVT AT,68095,Petrol,Automatic,Spl. Reg. No.,Hyderabad,8.00,"15,227"
389,2020,Hyundai,AURA SX 1.2 (O),59429,Petrol,Manual,Alloy Wheels,Hyderabad,6.69,"13,079"
390,2016,Hyundai,Grand i10 ASTA 1.1 CRDI,50972,Diesel,Manual,Top Model,Hyderabad,4.66,"9,110"
391,2017,Hyundai,Creta SX PLUS 1.6 PETROL,26550,Petrol,Manual,Top Model,Hyderabad,9.84,"18,730"
392,2017,Maruti,Swift VXI,45696,Petrol,Manual,100% Tyre Life,Hyderabad,5.22,"10,205"
393,2017,Maruti,Swift VDI ABS,65942,Diesel,Manual,Spl. Reg. No.,Hyderabad,5.58,"10,899"
394,2018,Honda,Amaze 1.5L I-DTEC V,87964,Diesel,Manual,Spl. Reg. No.,Hyderabad,6.61,"12,923"
395,2018,Hyundai,Xcent E+,73244,Petrol,Manual,Essntl. Specs,Hyderabad,5.05,"9,873"
396,2016,Hyundai,Creta SX PLUS 1.6 PETROL,94167,Petrol,Manual,Top Model,Hyderabad,7.84,"15,327"
397,2021,Maruti,Baleno ZETA PETROL 1.2,22994,Petrol,Manual,Alloy Wheels,Hyderabad,7.41,"14,487"
398,2013,Hyundai,i10 MAGNA 1.2,49550,Petrol,Manual,City Driven,Hyderabad,2.91,"7,663"
399,2022,Tata,Harrier XZA PLUS 2.0L,71073,Diesel,Automatic,Top Model,Hyderabad,18.88,"35,936"
400,2016,Maruti,Alto 800 VXI O,84559,Petrol,Manual,Regularly Serviced,Hyderabad,2.66,"5,200"
401,2013,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,78256,Petrol,Manual,City Driven,Hyderabad,3.47,"9,138"
402,2020,MG,HECTOR PLUS SHARP 1.5 PETROL TURBO DCT 6-STR,64748,Petrol,Automatic,Spl. Reg. No.,Hyderabad,16.02,"30,493"
403,2012,Honda,City 1.5L I-VTEC V AT SUNROOF,88483,Petrol,Automatic,Sunroof,Hyderabad,5.31,"17,637"
404,2022,KIA,SONET GTX PLUS 1.0 IMT,39007,Petrol,Manual,Sunroof,Hyderabad,11.51,"21,908"
405,2017,Hyundai,Creta SX (O) 1.6 DIESEL,122535,Diesel,Manual,Top Model,Hyderabad,9.58,"20,829"
406,2020,Hyundai,VENUE SX 1.0 TURBO,38473,Petrol,Manual,Top Model,Hyderabad,9.27,"17,645"
407,2018,Maruti,Alto 800 LXI O,52827,Petrol,Manual,Low Run Cost,Hyderabad,2.84,"5,552"
408,2019,Skoda,Rapid STYLE 1.5 TDI AT,107563,Diesel,Automatic,Top Model,Hyderabad,8.16,"17,737"
409,2020,Tata,Tiago XZA PLUS DUAL TONE PETROL,15604,Petrol,Automatic,Top Model,Hyderabad,6.29,"12,301"
410,2018,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,51183,Petrol,Manual,Safety Specs.,Hyderabad,5.31,"10,373"
411,2020,Maruti,Baleno ALPHA PETROL 1.2,27712,Petrol,Manual,Top Model,Hyderabad,7.61,"14,878"
412,2013,Hyundai,i10 MAGNA 1.2,81379,Petrol,Manual,City Driven,Hyderabad,3.10,"8,163"
413,2019,Maruti,Baleno DELTA PETROL 1.2,28343,Petrol,Manual,Regularly Serviced,Hyderabad,6.64,"12,981"
414,2017,Maruti,IGNIS ZETA 1.2 AMT,83179,Petrol,Automatic,Alloy Wheels,Hyderabad,4.65,"9,098"
415,2020,Honda,Amaze 1.2L I-VTEC VX CVT,35346,Petrol,Automatic,Top Model,Hyderabad,8.11,"15,437"
416,2019,Maruti,Alto LXI,75259,Petrol,Manual,Low Run Cost,Hyderabad,3.23,"6,315"
417,2019,Maruti,Baleno ALPHA PETROL 1.2,36278,Petrol,Manual,Top Model,Hyderabad,7.48,"14,624"
418,2020,Hyundai,AURA SX PLUS 1.2 AMT,66670,Petrol,Automatic,Top Model,Hyderabad,6.15,"12,023"
419,2020,Volkswagen,Polo HIGHLINE PLUS 1.0,60214,Petrol,Manual,Top Model,Hyderabad,7.04,"13,763"
420,2011,Hyundai,Verna FLUIDIC 1.6 VTVT SX,109015,Petrol,Manual,Top Model,Hyderabad,4.06,"19,112"
421,2019,Maruti,Baleno ZETA PETROL 1.2,44731,Petrol,Manual,Alloy Wheels,Hyderabad,6.68,"13,060"
422,2021,Maruti,Baleno DELTA PETROL 1.2,37657,Petrol,Manual,Safety Specs.,Hyderabad,6.52,"12,747"
423,2022,Maruti,Alto K10 VXI,5785,Petrol,Manual,Regularly Serviced,Hyderabad,4.53,"8,856"
424,2013,Honda,Amaze 1.2L I-VTEC S,65872,Petrol,Manual,City Driven,Hyderabad,3.98,"10,481"
425,2012,Honda,City 1.5L I-VTEC V MT,69461,Petrol,Manual,Alloy Wheels,Mumbai,3.30,"10,961"
426,2015,Skoda,Rapid 1.5 TDI CR STYLE PLUS AT,35375,Diesel,Automatic,100% Tyre Life,Mumbai,5.55,"12,346"
427,2014,Maruti,Swift Dzire ZDI,11144,Diesel,Manual,Top Model,Mumbai,6.13,"16,143"
428,2017,Hyundai,Verna 1.6 VTVT S AT,57376,Petrol,Automatic,Alloy Wheels,Mumbai,5.90,"11,535"
429,2019,Volkswagen,Ameo COMFORTLINE 1.0L,34651,Petrol,Manual,Safety Specs.,Mumbai,5.72,"11,183"
430,2014,Hyundai,i10 SPORTZ 1.1,58868,Petrol,Manual,Regularly Serviced,Mumbai,3.13,"6,963"
431,2018,Tata,NEXON XZA PLUS DIESEL,76975,Diesel,Automatic,Top Model,Mumbai,8.06,"15,341"
432,2020,Skoda,Rapid AMBITION TSI,22978,Petrol,Manual,Alloy Wheels,Mumbai,7.96,"15,562"
433,2018,Honda,WR-V 1.2L I-VTEC VX MT,59897,Petrol,Manual,Top Model,Mumbai,7.11,"13,900"
434,2018,Hyundai,Elite i20 ASTA 1.2 (O),56065,Petrol,Manual,City Driven,Mumbai,6.88,"13,451"
435,2016,Hyundai,Creta SX PLUS AT 1.6 PETROL,83626,Petrol,Automatic,Top Model,Mumbai,8.54,"16,255"
436,2018,Maruti,Wagon R 1.0 VXI AMT,34473,Petrol,Automatic,Top Model,Mumbai,4.07,"7,957"
437,2017,Hyundai,Creta SX PLUS 1.6 PETROL,20273,Petrol,Manual,Top Model,Mumbai,8.24,"15,684"
